,Engine,HI,OP1,OP2,OP3,RUL,Sensor1,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor2,Sensor20,Sensor21,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9
4864,24,0,-0.0017,-0.0005,100,132,518.67,1.3,47.76,520.19,2388.14,8129.19,8.4651,0.03,394,2388,100,643.12,38.61,23.1579,1602.61,1415.18,14.62,21.61,552.5,2388.2,9048.98
4865,24,0,-0.0021,0.0,100,133,518.67,1.3,47.8,520.65,2388.21,8123.5,8.5049,0.03,396,2388,100,643.75,38.56,23.1208,1598.02,1421.91,14.62,21.61,551.53,2388.27,9048.94
4866,24,0,-0.0031,-0.0001,100,134,518.67,1.3,47.95,520.6,2388.23,8123.74,8.506,0.03,394,2388,100,643.34,38.46,23.0912,1600.07,1422.57,14.62,21.61,551.21,2388.22,9050.3
4867,24,0,0.0037,0.0003,100,135,518.67,1.3,47.89,520.6,2388.23,8130.42,8.463,0.03,395,2388,100,643.41,38.66,23.0909,1592.99,1428.11,14.62,21.61,551.68,2388.21,9050.85
4868,24,0,0.0005,-0.0003,100,136,518.67,1.3,48.03,520.04,2388.24,8126.42,8.5145,0.03,394,2388,100,643.57,38.52,23.0979,1604.23,1419.83,14.62,21.61,552.14,2388.22,9042.39
4869,24,0,-0.0008,-0.0004,100,137,518.67,1.3,48.04,520.05,2388.22,8125.26,8.4738,0.03,395,2388,100,643.62,38.58,23.0075,1597.13,1423.84,14.62,21.61,551.19,2388.22,9046.21
4870,24,0,0.0043,0.0002,100,138,518.67,1.3,47.96,520.44,2388.23,8124.3,8.4715,0.03,395,2388,100,643.6,38.59,23.2295,1599.96,1423.08,14.62,21.61,552.31,2388.25,9046.74
4871,24,0,0.0007,0.0,100,139,518.67,1.3,47.84,520.25,2388.26,8119.55,8.5013,0.03,395,2388,100,643.47,38.39,23.078000000000003,1597.18,1428.7,14.62,21.61,552.13,2388.28,9051.61
4872,24,0,0.0005,0.0002,100,140,518.67,1.3,48.06,520.41,2388.28,8122.45,8.5487,0.03,395,2388,100,643.67,38.6,23.1751,1607.24,1416.8,14.62,21.61,551.62,2388.17,9039.95
4873,24,0,0.0043,0.0002,100,141,518.67,1.3,48.08,520.06,2388.25,8123.21,8.5211,0.03,395,2388,100,643.52,38.43,23.1141,1598.52,1420.29,14.62,21.61,551.27,2388.25,9046.3
4874,24,0,-0.0001,0.0003,100,142,518.67,1.3,47.9,520.09,2388.24,8124.07,8.5366,0.03,395,2388,100,643.96,38.41,23.2016,1606.93,1430.94,14.62,21.61,551.08,2388.29,9049.74
4875,24,0,0.0031,-0.0005,100,143,518.67,1.3,48.12,519.63,2388.22,8124.72,8.5327,0.03,395,2388,100,643.87,38.42,23.0698,1598.38,1434.04,14.62,21.61,551.03,2388.29,9046.41
4876,24,0,-0.0032,-0.0005,100,144,518.67,1.3,48.28,519.56,2388.3,8116.55,8.5311,0.03,395,2388,100,643.84,38.42,23.0542,1598.85,1427.08,14.62,21.61,551.19,2388.32,9045.04
4877,24,0,-0.0018,-0.0003,100,145,518.67,1.3,48.21,520.0,2388.3,8119.31,8.4883,0.03,397,2388,100,643.81,38.53,23.0049,1605.52,1429.77,14.62,21.61,551.44,2388.3,9046.07
4878,24,0,-0.002,0.0002,100,146,518.67,1.3,48.17,519.54,2388.29,8123.96,8.5617,0.03,397,2388,100,643.84,38.42,23.0444,1604.35,1425.53,14.62,21.61,551.26,2388.33,9045.25
4879,24,0,-0.0006,0.0004,100,147,518.67,1.3,48.19,519.3,2388.28,8119.58,8.5374,0.03,398,2388,100,643.79,38.58,23.0309,1601.33,1430.87,14.62,21.61,550.78,2388.3,9043.96
5080,25,0,-0.002,0.0,100,201,518.67,1.3,47.91,520.69,2388.13,8175.72,8.4803,0.03,395,2388,100,643.51,38.58,23.1539,1599.5,1429.49,14.62,21.61,552.98,2388.09,9098.67
5081,25,0,0.0032,-0.0004,100,202,518.67,1.3,47.87,520.61,2388.1,8173.66,8.4887,0.03,395,2388,100,643.39,38.59,23.1195,1597.75,1417.75,14.62,21.61,552.28,2388.15,9108.44
5082,25,0,-0.0005,0.0001,100,203,518.67,1.3,47.8,520.38,2388.17,8176.05,8.4931,0.03,395,2388,100,643.32,38.8,23.0951,1596.11,1421.69,14.62,21.61,552.87,2388.17,9102.67
5083,25,0,0.0019,-0.0001,100,204,518.67,1.3,47.72,520.45,2388.09,8173.85,8.5056,0.03,396,2388,100,642.8,38.47,23.1359,1592.03,1416.05,14.62,21.61,552.3,2388.06,9105.53
5084,25,0,0.0018,-0.0002,100,205,518.67,1.3,47.83,521.01,2388.21,8179.16,8.5222,0.03,396,2388,100,643.37,38.53,23.1661,1597.72,1416.7,14.62,21.61,551.99,2388.11,9094.89
5085,25,0,-0.0014,0.0,100,206,518.67,1.3,47.72,520.87,2388.14,8179.82,8.4984,0.03,394,2388,100,643.22,38.59,23.1622,1598.68,1419.41,14.62,21.61,552.22,2388.16,9109.81
5086,25,0,0.0006,0.0004,100,207,518.67,1.3,47.78,520.86,2388.13,8177.14,8.5151,0.03,396,2388,100,643.42,38.49,23.0941,1603.23,1422.65,14.62,21.61,551.9,2388.14,9105.36
5087,25,0,0.0011,0.0,100,208,518.67,1.3,48.08,520.54,2388.15,8178.39,8.472000000000001,0.03,394,2388,100,644.18,38.48,23.2086,1596.8,1422.9,14.62,21.61,552.71,2388.12,9110.46
5088,25,0,-0.0016,0.0005,100,209,518.67,1.3,47.84,520.2,2388.11,8178.93,8.4615,0.03,395,2388,100,643.23,38.7,23.1507,1595.62,1423.78,14.62,21.61,552.69,2388.05,9107.84
5089,25,0,-0.0002,0.0004,100,210,518.67,1.3,47.87,520.2,2388.19,8184.42,8.5101,0.03,395,2388,100,643.35,38.51,23.0703,1599.24,1423.88,14.62,21.61,552.28,2388.13,9118.42
5090,25,0,0.0026,0.0003,100,211,518.67,1.3,47.86,520.72,2388.2,8187.38,8.5002,0.03,396,2388,100,643.51,38.63,23.1222,1601.21,1422.29,14.62,21.61,551.96,2388.14,9115.89
5091,25,0,-0.0026,0.0,100,212,518.67,1.3,48.07,520.64,2388.13,8187.9,8.4744,0.03,396,2388,100,643.26,38.5,23.0674,1602.87,1427.33,14.62,21.61,552.25,2388.19,9116.12
5092,25,0,-0.0002,-0.0004,100,213,518.67,1.3,48.01,520.48,2388.23,8182.37,8.5109,0.03,396,2388,100,643.17,38.51,23.1052,1602.09,1427.09,14.62,21.61,553.0,2388.15,9115.12
5093,25,0,-0.0003,-0.0002,100,214,518.67,1.3,47.9,520.29,2388.13,8182.51,8.5107,0.03,396,2388,100,642.84,38.7,23.1234,1603.02,1426.38,14.62,21.61,551.47,2388.1,9117.02
5094,25,0,-0.0009,0.0002,100,215,518.67,1.3,48.0,520.68,2388.17,8189.73,8.5033,0.03,396,2388,100,643.57,38.59,23.0535,1603.88,1413.65,14.62,21.61,552.22,2388.13,9118.23
5095,25,0,0.0017,-0.0002,100,216,518.67,1.3,47.92,520.02,2388.16,8186.12,8.5153,0.03,397,2388,100,643.87,38.54,23.0867,1597.4,1421.64,14.62,21.61,552.75,2388.19,9121.51
5096,25,0,0.0023,0.0002,100,217,518.67,1.3,47.96,520.64,2388.15,8194.8,8.5333,0.03,397,2388,100,643.06,38.52,23.0868,1604.46,1431.46,14.62,21.61,552.06,2388.16,9127.1
5097,25,0,0.0009,-0.0003,100,218,518.67,1.3,48.12,520.2,2388.16,8192.99,8.5042,0.03,395,2388,100,643.2,38.49,23.1001,1601.87,1424.69,14.62,21.61,551.96,2388.1,9128.54
5098,25,0,0.0012,0.0003,100,219,518.67,1.3,48.01,520.1,2388.09,8196.75,8.5058,0.03,397,2388,100,643.54,38.55,23.0208,1597.11,1424.1,14.62,21.61,552.31,2388.15,9125.76
5099,25,0,-0.0008,0.0,100,220,518.67,1.3,47.98,519.78,2388.21,8191.87,8.5385,0.03,396,2388,100,643.35,38.53,23.0558,1601.93,1425.47,14.62,21.61,551.49,2388.15,9125.1
5100,25,0,0.0005,0.0,100,221,518.67,1.3,47.86,520.24,2388.08,8196.0,8.4919,0.03,396,2388,100,643.03,38.38,23.1094,1601.52,1425.8,14.62,21.61,551.74,2388.16,9126.33
5101,25,0,0.0001,-0.0003,100,222,518.67,1.3,47.87,520.51,2388.13,8198.38,8.5265,0.03,397,2388,100,643.74,38.55,23.0497,1608.24,1423.81,14.62,21.61,551.63,2388.21,9133.16
5102,25,0,-0.0015,-0.0001,100,223,518.67,1.3,48.13,520.38,2388.16,8204.4,8.5232,0.03,396,2388,100,643.2,38.44,23.1504,1608.02,1418.96,14.62,21.61,551.74,2388.2,9137.12
5103,25,0,-0.0028,-0.0004,100,224,518.67,1.3,48.26,520.02,2388.18,8206.26,8.5088,0.03,395,2388,100,643.82,38.57,23.0172,1605.89,1422.29,14.62,21.61,550.9,2388.14,9138.44
5104,25,0,0.0018,-0.0002,100,225,518.67,1.3,48.04,520.27,2388.17,8207.18,8.533999999999999,0.03,397,2388,100,643.75,38.34,23.0279,1599.19,1424.83,14.62,21.61,552.52,2388.21,9145.39
5105,25,0,-0.0009,-0.0003,100,226,518.67,1.3,47.89,520.62,2388.22,8204.52,8.4973,0.03,398,2388,100,643.67,38.5,23.0434,1600.17,1426.41,14.62,21.61,552.06,2388.19,9137.72
5106,25,0,-0.0007,-0.0003,100,227,518.67,1.3,48.05,520.21,2388.19,8207.95,8.5259,0.03,396,2388,100,643.86,38.28,23.0329,1596.43,1433.44,14.62,21.61,551.8,2388.19,9138.82
5107,25,0,-0.005,0.0003,100,228,518.67,1.3,48.39,519.65,2388.19,8209.96,8.5266,0.03,397,2388,100,643.34,38.61,23.0262,1599.7,1430.76,14.62,21.61,551.83,2388.24,9152.39
5108,25,0,-0.0004,0.0,100,229,518.67,1.3,47.95,520.1,2388.2,8211.93,8.5494,0.03,396,2388,100,643.8,38.4,23.163,1601.85,1431.0,14.62,21.61,551.62,2388.16,9146.58
5109,25,0,-0.0046,0.0001,100,230,518.67,1.3,48.12,520.16,2388.19,8209.41,8.4974,0.03,398,2388,100,643.67,38.38,23.0349,1608.49,1432.58,14.62,21.61,552.18,2388.14,9152.46
5279,26,0,-0.0024,0.0003,100,170,518.67,1.3,47.92,520.48,2388.18,8175.51,8.5178,0.03,395,2388,100,642.78,38.61,23.0953,1595.07,1422.86,14.62,21.61,552.72,2388.15,9100.74
5280,26,0,-0.0021,0.0003,100,171,518.67,1.3,48.09,520.57,2388.12,8171.66,8.4872,0.03,396,2388,100,643.21,38.63,23.2545,1600.87,1414.91,14.62,21.61,552.75,2388.15,9105.28
5281,26,0,-0.0032,-0.0002,100,172,518.67,1.3,47.64,520.48,2388.09,8177.59,8.4652,0.03,395,2388,100,643.18,38.74,23.263,1600.26,1427.62,14.62,21.61,552.76,2388.18,9095.48
5282,26,0,-0.0006,0.0002,100,173,518.67,1.3,47.86,520.57,2388.1,8174.19,8.5235,0.03,395,2388,100,643.35,38.73,23.2349,1597.52,1413.1,14.62,21.61,551.72,2388.13,9103.92
5283,26,0,-0.0001,-0.0001,100,174,518.67,1.3,47.85,520.95,2388.14,8178.24,8.5159,0.03,395,2388,100,643.44,38.58,23.2186,1599.04,1421.85,14.62,21.61,552.37,2388.13,9105.33
5284,26,0,0.0007,0.0001,100,175,518.67,1.3,47.76,520.16,2388.19,8173.53,8.5125,0.03,395,2388,100,643.52,38.65,23.1573,1597.07,1418.37,14.62,21.61,552.55,2388.14,9110.14
5285,26,0,-0.0005,-0.0001,100,176,518.67,1.3,47.91,520.79,2388.11,8177.37,8.5328,0.03,394,2388,100,643.29,38.6,23.0826,1591.28,1423.76,14.62,21.61,551.86,2388.13,9104.96
5286,26,0,-0.001,0.0003,100,177,518.67,1.3,48.03,520.6,2388.13,8178.78,8.5052,0.03,396,2388,100,643.69,38.57,23.136999999999997,1592.25,1423.11,14.62,21.61,552.59,2388.12,9112.15
5287,26,0,-0.0026,-0.0001,100,178,518.67,1.3,47.75,520.1,2388.11,8182.23,8.4769,0.03,395,2388,100,643.25,38.35,23.1517,1595.48,1418.21,14.62,21.61,552.2,2388.12,9111.45
5288,26,0,0.004,0.0004,100,179,518.67,1.3,47.99,520.39,2388.13,8185.7,8.5043,0.03,396,2388,100,643.5,38.54,23.2159,1590.51,1425.17,14.62,21.61,553.17,2388.13,9107.9
5289,26,0,0.0005,0.0005,100,180,518.67,1.3,47.82,520.31,2388.15,8182.03,8.4848,0.03,396,2388,100,642.67,38.67,23.1208,1599.32,1422.39,14.62,21.61,552.33,2388.11,9112.96
5290,26,0,0.0034,0.0002,100,181,518.67,1.3,47.99,520.52,2388.17,8183.51,8.5251,0.03,397,2388,100,643.64,38.68,23.1598,1595.3,1419.93,14.62,21.61,552.03,2388.1,9115.11
5291,26,0,-0.001,-0.0001,100,182,518.67,1.3,47.84,520.78,2388.11,8184.24,8.4827,0.03,394,2388,100,643.14,38.65,23.2101,1601.23,1429.21,14.62,21.61,552.05,2388.15,9123.09
5292,26,0,-0.0022,-0.0005,100,183,518.67,1.3,48.07,520.04,2388.18,8189.5,8.4973,0.03,395,2388,100,643.55,38.55,23.1373,1600.16,1418.84,14.62,21.61,552.59,2388.18,9121.03
5293,26,0,-0.0017,0.0003,100,184,518.67,1.3,47.83,520.25,2388.14,8186.28,8.512,0.03,394,2388,100,643.14,38.64,23.1791,1597.99,1415.1,14.62,21.61,551.57,2388.12,9124.85
5294,26,0,-0.0007,-0.0003,100,185,518.67,1.3,47.88,520.11,2388.15,8193.97,8.5088,0.03,394,2388,100,643.02,38.6,23.0039,1598.81,1419.15,14.62,21.61,552.39,2388.12,9129.73
5295,26,0,-0.0022,-0.0003,100,186,518.67,1.3,47.92,521.01,2388.14,8202.18,8.5137,0.03,395,2388,100,643.81,38.32,23.1313,1601.93,1418.67,14.62,21.61,552.33,2388.13,9126.56
5296,26,0,0.0013,-0.0004,100,187,518.67,1.3,48.15,519.7,2388.08,8199.87,8.5071,0.03,395,2388,100,643.5,38.57,23.1639,1602.0,1422.72,14.62,21.61,552.65,2388.15,9135.41
5297,26,0,-0.0013,0.0001,100,188,518.67,1.3,47.87,519.8,2388.13,8198.83,8.4834,0.03,395,2388,100,643.15,38.44,23.1403,1603.07,1429.06,14.62,21.61,552.16,2388.12,9131.88
5298,26,0,0.0005,0.0,100,189,518.67,1.3,48.2,520.54,2388.17,8207.26,8.4844,0.03,396,2388,100,643.59,38.58,23.1637,1600.68,1424.71,14.62,21.61,551.99,2388.15,9130.05
5299,26,0,0.0009,-0.0003,100,190,518.67,1.3,47.95,520.33,2388.14,8204.56,8.4889,0.03,396,2388,100,643.29,38.63,23.2113,1601.67,1428.87,14.62,21.61,551.93,2388.15,9128.33
5300,26,0,-0.0024,0.0004,100,191,518.67,1.3,47.95,519.97,2388.16,8200.26,8.5494,0.03,397,2388,100,643.59,38.58,23.0404,1606.06,1424.87,14.62,21.61,551.83,2388.13,9139.45
5301,26,0,0.0014,0.0004,100,192,518.67,1.3,48.02,520.34,2388.21,8198.45,8.5053,0.03,397,2388,100,643.7,38.43,23.11,1602.26,1425.02,14.62,21.61,551.89,2388.15,9143.79
5302,26,0,0.0012,0.0002,100,193,518.67,1.3,47.98,519.8,2388.15,8204.37,8.5207,0.03,396,2388,100,643.32,38.39,23.1663,1598.78,1427.13,14.62,21.61,551.78,2388.19,9139.84
5303,26,0,0.0032,-0.0002,100,194,518.67,1.3,48.04,520.48,2388.17,8208.26,8.5348,0.03,397,2388,100,643.71,38.66,23.0408,1599.33,1432.5,14.62,21.61,552.14,2388.13,9143.97
5304,26,0,-0.0011,0.0,100,195,518.67,1.3,48.03,520.44,2388.16,8214.85,8.5399,0.03,396,2388,100,643.49,38.57,23.114,1607.92,1422.33,14.62,21.61,552.0,2388.16,9145.59
5305,26,0,-0.0034,0.0002,100,196,518.67,1.3,47.98,520.28,2388.16,8215.55,8.4726,0.03,395,2388,100,643.57,38.46,23.0408,1603.45,1427.18,14.62,21.61,552.02,2388.14,9158.85
5306,26,0,0.0007,0.0,100,197,518.67,1.3,48.14,520.41,2388.13,8219.41,8.5083,0.03,398,2388,100,644.04,38.57,23.0534,1602.29,1426.78,14.62,21.61,551.23,2388.16,9150.89
5307,26,0,-0.0025,0.0,100,198,518.67,1.3,48.07,520.53,2388.16,8213.47,8.5098,0.03,397,2388,100,643.24,38.45,23.1852,1599.73,1421.29,14.62,21.61,551.57,2388.19,9154.0
5308,26,0,-0.0005,0.0003,100,199,518.67,1.3,48.05,519.2,2388.2,8222.42,8.5347,0.03,398,2388,100,643.51,38.27,22.9867,1599.25,1432.5,14.62,21.61,551.79,2388.19,9159.51
5435,27,0,-0.0008,0.0002,100,127,518.67,1.3,47.95,520.78,2388.1,8167.12,8.4782,0.03,393,2388,100,642.93,38.64,23.2686,1589.48,1413.76,14.62,21.61,552.81,2388.08,9095.28
5436,27,0,0.0,0.0003,100,128,518.67,1.3,47.73,520.65,2388.11,8162.7,8.421,0.03,396,2388,100,642.99,38.77,23.201,1597.56,1418.09,14.62,21.61,552.65,2388.11,9100.82
5437,27,0,-0.0009,-0.0003,100,129,518.67,1.3,47.72,520.84,2388.09,8169.46,8.4733,0.03,395,2388,100,642.82,38.78,23.2787,1596.58,1414.87,14.62,21.61,552.18,2388.11,9091.64
5438,27,0,-0.0012,0.0002,100,130,518.67,1.3,47.76,521.13,2388.16,8172.5,8.4932,0.03,393,2388,100,643.14,38.71,23.1785,1588.93,1415.13,14.62,21.61,552.34,2388.13,9098.26
5439,27,0,0.0015,0.0,100,131,518.67,1.3,47.82,521.24,2388.19,8171.63,8.4656,0.03,396,2388,100,642.63,38.56,23.2102,1596.17,1419.49,14.62,21.61,552.19,2388.11,9095.96
5440,27,0,0.0024,-0.0005,100,132,518.67,1.3,47.81,520.71,2388.12,8165.34,8.4617,0.03,395,2388,100,643.56,38.64,23.1495,1596.9,1414.83,14.62,21.61,553.17,2388.11,9096.31
5441,27,0,-0.003,-0.0003,100,133,518.67,1.3,47.74,520.61,2388.15,8169.51,8.472999999999999,0.03,395,2388,100,643.82,38.66,23.135,1596.44,1413.51,14.62,21.61,553.15,2388.09,9102.37
5442,27,0,-0.003,-0.0005,100,134,518.67,1.3,47.85,521.26,2388.09,8176.05,8.4878,0.03,395,2388,100,643.55,38.69,23.1422,1594.9,1415.44,14.62,21.61,552.61,2388.17,9099.55
5443,27,0,-0.0022,0.0001,100,135,518.67,1.3,47.57,520.67,2388.11,8172.55,8.4401,0.03,395,2388,100,642.84,38.72,23.1423,1599.93,1421.02,14.62,21.61,553.28,2388.08,9100.56
5444,27,0,-0.0051,-0.0005,100,136,518.67,1.3,47.82,520.63,2388.13,8173.82,8.48,0.03,395,2388,100,643.43,38.6,23.1191,1597.34,1420.99,14.62,21.61,552.33,2388.16,9103.92
5445,27,0,0.0008,-0.0005,100,137,518.67,1.3,47.96,520.37,2388.13,8175.11,8.47,0.03,395,2388,100,643.42,38.39,23.2479,1587.85,1421.48,14.62,21.61,552.31,2388.14,9109.46
5446,27,0,0.0018,0.0004,100,138,518.67,1.3,47.78,520.55,2388.14,8179.58,8.5029,0.03,397,2388,100,643.79,38.46,23.1376,1600.39,1423.73,14.62,21.61,552.47,2388.12,9112.02
5447,27,0,-0.0018,-0.0004,100,139,518.67,1.3,47.95,520.2,2388.14,8169.95,8.4694,0.03,395,2388,100,643.55,38.63,23.2009,1604.41,1418.5,14.62,21.61,552.66,2388.12,9109.28
5448,27,0,0.004,0.0004,100,140,518.67,1.3,47.82,520.3,2388.15,8180.48,8.5094,0.03,394,2388,100,643.03,38.5,23.1819,1590.08,1418.17,14.62,21.61,552.13,2388.15,9106.13
5449,27,0,0.0026,0.0,100,141,518.67,1.3,47.77,520.69,2388.15,8187.91,8.4834,0.03,394,2388,100,643.77,38.51,23.1364,1595.21,1418.75,14.62,21.61,551.98,2388.2,9112.38
5450,27,0,-0.0004,0.0001,100,142,518.67,1.3,48.09,521.08,2388.14,8185.09,8.4769,0.03,394,2388,100,643.22,38.6,23.0974,1595.77,1416.04,14.62,21.61,552.63,2388.14,9117.4
5451,27,0,-0.0001,-0.0001,100,143,518.67,1.3,47.88,520.53,2388.12,8181.83,8.5029,0.03,394,2388,100,643.27,38.5,23.0649,1602.64,1421.92,14.62,21.61,552.5,2388.19,9118.63
5452,27,0,-0.0017,-0.0003,100,144,518.67,1.3,48.09,520.05,2388.11,8184.17,8.4962,0.03,395,2388,100,643.38,38.67,23.136999999999997,1602.76,1422.56,14.62,21.61,551.99,2388.17,9121.87
5453,27,0,0.0,0.0003,100,145,518.67,1.3,48.07,520.74,2388.14,8185.61,8.5521,0.03,395,2388,100,643.56,38.69,23.15,1599.55,1423.96,14.62,21.61,551.38,2388.12,9118.9
5454,27,0,-0.0013,0.0002,100,146,518.67,1.3,48.09,520.78,2388.19,8185.95,8.4684,0.03,396,2388,100,644.0,38.45,23.0716,1605.27,1424.26,14.62,21.61,551.89,2388.15,9121.63
5455,27,0,0.0017,0.0003,100,147,518.67,1.3,47.98,520.66,2388.15,8194.26,8.4949,0.03,397,2388,100,643.6,38.58,23.0639,1599.15,1423.26,14.62,21.61,551.4,2388.16,9118.21
5456,27,0,-0.0023,-0.0004,100,148,518.67,1.3,47.86,520.19,2388.22,8187.57,8.4951,0.03,395,2388,100,643.3,38.47,23.1164,1604.17,1424.36,14.62,21.61,552.45,2388.17,9126.28
5457,27,0,-0.0042,-0.0002,100,149,518.67,1.3,47.99,520.25,2388.14,8194.73,8.5158,0.03,395,2388,100,643.4,38.38,23.1406,1598.75,1422.67,14.62,21.61,552.41,2388.14,9122.95
5458,27,0,-0.0009,0.0001,100,150,518.67,1.3,47.99,519.94,2388.13,8196.73,8.5362,0.03,398,2388,100,643.75,38.42,23.1674,1599.94,1419.47,14.62,21.61,551.51,2388.17,9133.75
5459,27,0,-0.005,0.0003,100,151,518.67,1.3,48.11,520.3,2388.16,8195.98,8.5312,0.03,397,2388,100,643.48,38.48,23.1837,1604.42,1423.42,14.62,21.61,551.31,2388.17,9129.98
5460,27,0,-0.0004,0.0004,100,152,518.67,1.3,48.11,520.3,2388.24,8196.96,8.5054,0.03,396,2388,100,643.64,38.53,23.081999999999997,1600.46,1416.81,14.62,21.61,551.96,2388.16,9131.86
5461,27,0,0.0027,0.0001,100,153,518.67,1.3,47.9,520.29,2388.19,8202.69,8.4995,0.03,395,2388,100,643.57,38.3,23.0855,1600.98,1429.2,14.62,21.61,551.83,2388.17,9129.9
5462,27,0,0.0024,0.0002,100,154,518.67,1.3,48.15,519.87,2388.19,8205.16,8.502,0.03,397,2388,100,643.8,38.55,23.098000000000003,1606.27,1431.34,14.62,21.61,551.47,2388.18,9140.82
5463,27,0,-0.003,0.0001,100,155,518.67,1.3,48.07,520.09,2388.25,8200.38,8.5216,0.03,398,2388,100,643.5,38.56,23.1217,1607.67,1422.32,14.62,21.61,551.62,2388.14,9143.95
5464,27,0,0.0003,0.0004,100,156,518.67,1.3,48.26,519.43,2388.15,8210.07,8.5259,0.03,397,2388,100,643.76,38.65,23.0772,1606.45,1429.06,14.62,21.61,551.51,2388.17,9141.14
5600,28,0,0.0023,0.0005,100,136,518.67,1.3,47.74,521.06,2388.11,8158.08,8.4334,0.03,393,2388,100,643.3,38.79,23.2216,1590.51,1417.54,14.62,21.61,553.19,2388.12,9070.18
5601,28,0,0.0016,-0.0004,100,137,518.67,1.3,47.71,521.62,2388.13,8150.05,8.4784,0.03,393,2388,100,642.03,38.71,23.2841,1592.11,1415.45,14.62,21.61,552.4,2388.15,9081.98
5602,28,0,-0.0036,0.0004,100,138,518.67,1.3,47.81,520.65,2388.18,8153.67,8.4703,0.03,394,2388,100,643.28,38.8,23.1434,1594.24,1417.41,14.62,21.61,552.28,2388.12,9070.93
5603,28,0,0.0028,-0.0001,100,139,518.67,1.3,47.71,521.42,2388.1,8149.43,8.493,0.03,395,2388,100,643.5,38.62,23.2133,1591.72,1414.2,14.62,21.61,553.18,2388.13,9077.91
5604,28,0,0.0019,0.0,100,140,518.67,1.3,47.63,520.67,2388.14,8151.52,8.4526,0.03,394,2388,100,642.84,38.68,23.2411,1592.1,1418.51,14.62,21.61,553.22,2388.1,9081.4
5605,28,0,0.0013,-0.0002,100,141,518.67,1.3,47.77,521.5,2388.11,8154.82,8.4868,0.03,394,2388,100,643.12,38.58,23.2571,1590.49,1414.89,14.62,21.61,553.02,2388.14,9078.09
5606,28,0,0.0,0.0003,100,142,518.67,1.3,47.81,520.73,2388.17,8152.03,8.5027,0.03,394,2388,100,643.88,38.65,23.238000000000003,1600.09,1417.57,14.62,21.61,552.98,2388.12,9082.53
5607,28,0,0.0002,-0.0004,100,143,518.67,1.3,47.59,520.67,2388.18,8154.09,8.4654,0.03,395,2388,100,643.12,38.7,23.2628,1591.03,1416.38,14.62,21.61,552.69,2388.13,9072.17
5608,28,0,-0.001,0.0,100,144,518.67,1.3,47.7,520.81,2388.1,8154.7,8.4862,0.03,394,2388,100,642.7,38.83,23.2113,1587.86,1416.58,14.62,21.61,552.75,2388.1,9077.92
5609,28,0,-0.0005,0.0,100,145,518.67,1.3,47.9,520.46,2388.13,8152.82,8.4972,0.03,396,2388,100,643.19,38.7,23.2044,1592.22,1415.47,14.62,21.61,553.43,2388.15,9081.83
5610,28,0,-0.002,0.0005,100,146,518.67,1.3,47.97,520.36,2388.13,8151.87,8.4752,0.03,395,2388,100,642.81,38.75,23.209,1591.98,1421.31,14.62,21.61,552.91,2388.18,9082.54
5611,28,0,0.0023,-0.0004,100,147,518.67,1.3,47.68,520.61,2388.16,8157.0,8.4826,0.03,394,2388,100,643.3,38.62,23.0827,1593.76,1417.7,14.62,21.61,552.68,2388.15,9083.73
5612,28,0,-0.0005,-0.0003,100,148,518.67,1.3,48.0,521.0,2388.17,8150.17,8.5174,0.03,396,2388,100,643.41,38.41,23.1716,1594.69,1414.66,14.62,21.61,552.14,2388.16,9077.92
5613,28,0,-0.0039,-0.0004,100,149,518.67,1.3,47.49,520.57,2388.17,8153.19,8.4742,0.03,395,2388,100,643.34,38.64,23.2073,1598.63,1413.08,14.62,21.61,552.6,2388.2,9081.74
5614,28,0,-0.0023,-0.0002,100,150,518.67,1.3,47.91,520.29,2388.2,8156.72,8.4797,0.03,395,2388,100,643.49,38.6,23.2244,1601.63,1416.81,14.62,21.61,552.48,2388.2,9069.75
5615,28,0,0.0001,0.0001,100,151,518.67,1.3,48.04,521.23,2388.16,8158.45,8.4848,0.03,394,2388,100,643.38,38.55,23.1402,1597.84,1427.3,14.62,21.61,552.37,2388.18,9081.63
5616,28,0,0.0035,0.0002,100,152,518.67,1.3,47.96,520.54,2388.14,8156.49,8.5076,0.03,395,2388,100,643.6,38.76,23.1725,1592.42,1422.7,14.62,21.61,552.32,2388.19,9080.04
5617,28,0,0.0,0.0,100,153,518.67,1.3,47.89,520.28,2388.14,8155.37,8.5064,0.03,396,2388,100,643.05,38.65,23.22,1595.44,1421.17,14.62,21.61,551.62,2388.17,9086.36
5618,28,0,-0.0042,0.0003,100,154,518.67,1.3,47.93,520.46,2388.13,8155.53,8.4689,0.03,395,2388,100,643.79,38.6,23.1744,1591.72,1416.78,14.62,21.61,552.53,2388.17,9077.1
5619,28,0,0.0016,-0.0001,100,155,518.67,1.3,48.11,520.86,2388.18,8155.71,8.4889,0.03,394,2388,100,642.86,38.57,23.1103,1588.91,1421.73,14.62,21.61,552.41,2388.17,9080.65
5620,28,0,-0.0003,0.0,100,156,518.67,1.3,47.96,520.36,2388.18,8154.45,8.5036,0.03,394,2388,100,643.25,38.59,23.0898,1595.61,1421.04,14.62,21.61,552.25,2388.14,9085.06
